task_id,arrival_time_sec,arrival_hour,type,priority,length_mi,cpu_cores,ram_mb,data_size_mb,deadline_sec,deadline_rel_sec,data_region
3035,26392,7,ROUTINE,2,36350,2,3250,220,39925,13533,EU-CENTRAL
3036,67041,18,CRITICAL,3,44516,2,3896,148,71728,4687,EU-CENTRAL
3037,69357,19,ROUTINE,1,59716,4,5530,110,78999,9642,US-EAST
3038,56541,15,ROUTINE,1,221989,6,5644,170,66059,9518,EU-CENTRAL
3039,75098,20,ROUTINE,1,398295,8,6427,793,96456,21358,EU-CENTRAL
3040,46308,12,ROUTINE,3,22259,1,3267,1300,52171,5863,EU-WEST
3041,33255,9,CRITICAL,5,15155,2,2018,160,36378,3123,EU-CENTRAL
3042,46287,12,CRITICAL,5,8231,1,2943,162,48134,1847,EU-WEST
3043,57555,15,CRITICAL,5,519322,7,5876,177,68073,10518,EU-WEST
3044,64209,17,ROUTINE,1,244234,8,7360,56,72811,8602,EU-CENTRAL
3045,81469,22,CRITICAL,3,14710,1,2693,228,85506,4037,EU-CENTRAL
3046,67682,18,ROUTINE,2,500973,6,4179,232,80086,12404,EU-WEST
3047,42524,11,CRITICAL,4,220103,8,6043,94,49352,6828,US-EAST
3048,80222,22,CRITICAL,5,73271,3,2165,119,85747,5525,EU-WEST
3049,51230,14,ROUTINE,3,225668,8,6699,7,70884,19654,US-EAST
3050,83169,23,ROUTINE,3,185314,7,4860,1992,96416,13247,US-EAST
3051,67979,18,ROUTINE,2,516087,8,5597,76,82863,14884,EU-WEST
3052,43432,12,ROUTINE,3,28442,1,3249,91,54188,10756,EU-WEST
3053,86335,23,CRITICAL,3,14311,1,3857,9,90127,3792,US-EAST
3054,39528,10,ROUTINE,3,437863,6,3569,208,48936,9408,US-EAST
3055,80636,22,ROUTINE,1,125126,2,4576,268,91132,10496,EU-WEST
3056,25062,6,ROUTINE,3,39386,1,3945,28,36075,11013,EU-WEST
3057,53918,14,ROUTINE,1,32397,2,2373,372,59571,5653,US-EAST
3058,48890,13,CRITICAL,3,27190,1,3835,189,52104,3214,EU-CENTRAL
3059,60200,16,CRITICAL,3,48799,3,2366,39,65204,5004,EU-WEST
3060,70539,19,ROUTINE,1,471964,7,6080,211,89689,19150,EU-CENTRAL
3061,83664,23,ROUTINE,1,22640,2,3617,19,88985,5321,EU-WEST
3062,59464,16,CRITICAL,4,8109,1,3508,51,63220,3756,EU-WEST
3063,82854,23,CRITICAL,4,23290,1,2278,61,87223,4369,US-EAST
3064,87220,24,ROUTINE,2,319655,6,4047,280,102722,15502,EU-WEST
3065,68341,18,ROUTINE,2,478064,6,3755,107,89247,20906,EU-WEST
3066,29050,8,CRITICAL,3,495803,6,3899,163,39658,10608,EU-WEST
3067,48126,13,ROUTINE,2,48531,4,3575,409,53991,5865,US-EAST
3068,22764,6,ROUTINE,1,432514,6,6182,1060,41447,18683,EU-WEST
3069,28902,8,ROUTINE,3,23304,2,3168,25,45254,16352,EU-CENTRAL
3070,28364,7,ROUTINE,2,15373,2,3643,34,34311,5947,EU-CENTRAL
3071,68843,19,ROUTINE,3,402758,8,4728,282,90161,21318,US-EAST
3072,66463,18,ROUTINE,3,15964,1,3183,216,72742,6279,US-EAST
3073,54610,15,ROUTINE,3,291739,7,6685,176,70189,15579,US-EAST
3074,25241,7,CRITICAL,3,582195,7,5232,20,35484,10243,US-EAST
3075,60860,16,ROUTINE,2,39734,1,2486,242,68624,7764,US-EAST
3076,32947,9,ROUTINE,3,534172,6,3725,98,46657,13710,EU-CENTRAL
3077,56077,15,CRITICAL,4,22034,1,4125,1684,57947,1870,EU-WEST
3078,38397,10,ROUTINE,1,40788,4,3072,172,44123,5726,US-EAST
3079,24225,6,CRITICAL,4,39951,2,4362,69,27120,2895,US-EAST
3080,38871,10,ROUTINE,1,194941,6,5088,134,48853,9982,EU-WEST
3081,74987,20,CRITICAL,5,352089,4,3600,688,83633,8646,EU-CENTRAL
3082,47364,13,CRITICAL,5,40144,2,2773,169,50897,3533,EU-WEST
3083,69424,19,ROUTINE,2,26311,2,3993,1894,82471,13047,EU-CENTRAL
3084,34394,9,ROUTINE,1,126490,2,4355,65,47835,13441,EU-WEST
3085,24562,6,ROUTINE,3,417005,6,5834,28,44078,19516,EU-WEST
3086,35066,9,ROUTINE,2,47624,4,2465,1088,39857,4791,EU-CENTRAL
3087,83825,23,ROUTINE,1,41081,4,2567,292,100205,16380,EU-WEST
3088,26081,7,ROUTINE,1,223946,5,4287,133,47506,21425,US-EAST
3089,82035,22,CRITICAL,4,519159,8,6911,290,93824,11789,EU-WEST
3090,50832,14,ROUTINE,3,135008,2,3516,220,70028,19196,EU-CENTRAL
3091,70349,19,CRITICAL,3,118520,2,2706,294,76487,6138,EU-WEST
3092,39696,11,ROUTINE,1,59999,3,3211,91,52642,12946,US-EAST
3093,48984,13,ROUTINE,1,41245,3,3276,134,57221,8237,EU-CENTRAL
3094,38953,10,CRITICAL,3,24373,1,1558,84,42291,3338,EU-WEST
3095,48627,13,CRITICAL,4,15238,1,3332,230,52197,3570,US-EAST
3096,43010,11,CRITICAL,5,95829,2,3641,241,48672,5662,EU-WEST
3097,40971,11,ROUTINE,2,247972,4,5403,252,51633,10662,EU-WEST
3098,33265,9,CRITICAL,5,223816,8,5330,206,42904,9639,EU-WEST
3099,31854,8,ROUTINE,2,40902,4,3460,74,37227,5373,EU-WEST
3100,62552,17,ROUTINE,1,51522,3,3502,995,79265,16713,EU-WEST
3101,74140,20,ROUTINE,1,108874,4,5179,10,85171,11031,EU-CENTRAL
3102,30566,8,ROUTINE,3,59306,4,5514,164,44867,14301,EU-CENTRAL
3103,44281,12,ROUTINE,3,50246,3,3479,439,48255,3974,EU-CENTRAL
3104,54826,15,ROUTINE,3,21929,2,2410,13,69986,15160,EU-WEST
3105,36926,10,ROUTINE,1,20855,2,2643,1342,52011,15085,EU-WEST
3106,68361,18,ROUTINE,2,55731,4,3894,1100,81598,13237,EU-WEST
3107,28427,7,ROUTINE,3,39164,2,1455,60,39781,11354,US-EAST
3108,26921,7,CRITICAL,5,229124,7,6467,1489,35852,8931,US-EAST
3109,25008,6,CRITICAL,3,173865,8,4452,128,31389,6381,US-EAST
3110,37898,10,ROUTINE,3,261355,5,5483,79,58449,20551,US-EAST
3111,51830,14,ROUTINE,1,19782,2,2910,35,60186,8356,US-EAST
3112,36544,10,CRITICAL,3,103683,2,2213,734,40068,3524,US-EAST
3113,69254,19,ROUTINE,2,122136,4,3461,146,83304,14050,EU-CENTRAL
3114,34881,9,CRITICAL,4,26981,2,1442,180,38148,3267,EU-CENTRAL
3115,65083,18,CRITICAL,5,404777,6,4814,58,74166,9083,EU-CENTRAL
3116,51091,14,ROUTINE,2,39123,2,3379,154,65885,14794,US-EAST
3117,56341,15,CRITICAL,3,17241,2,2546,239,61237,4896,EU-WEST
3118,68669,19,CRITICAL,3,6102,2,4614,257,73392,4723,EU-CENTRAL
3119,53887,14,ROUTINE,3,119336,4,3229,277,62066,8179,EU-CENTRAL
3120,27276,7,CRITICAL,4,45091,3,5044,97,30628,3352,EU-WEST
3121,60295,16,ROUTINE,3,53530,3,3113,912,68049,7754,EU-CENTRAL
3122,26771,7,ROUTINE,1,522221,8,7353,245,42344,15573,EU-CENTRAL
3123,28345,7,ROUTINE,2,169119,4,4104,155,36684,8339,EU-CENTRAL
3124,80934,22,ROUTINE,3,78770,2,2408,25,90134,9200,EU-CENTRAL
3125,44680,12,ROUTINE,3,399024,5,3635,237,58784,14104,EU-CENTRAL
3126,72664,20,ROUTINE,2,541252,4,5550,151,87613,14949,EU-WEST
3127,30059,8,ROUTINE,2,122282,2,2128,211,45684,15625,EU-CENTRAL
3128,56817,15,ROUTINE,2,134482,3,2068,276,62949,6132,US-EAST
3129,33584,9,ROUTINE,1,582248,6,6465,1989,56583,22999,EU-WEST
3130,76462,21,ROUTINE,3,248293,7,5102,714,95913,19451,EU-WEST
3131,71945,19,ROUTINE,1,11095,2,3673,234,75484,3539,US-EAST
3132,65690,18,ROUTINE,1,137467,3,4355,59,78599,12909,EU-CENTRAL
3133,51306,14,ROUTINE,3,25086,1,1191,157,65255,13949,US-EAST
3134,58899,16,ROUTINE,2,201360,7,6359,161,76577,17678,US-EAST
3135,50904,14,CRITICAL,5,41276,4,3407,265,55441,4537,EU-CENTRAL
3136,52790,14,CRITICAL,3,106560,2,1977,124,59085,6295,US-EAST
3137,89033,24,ROUTINE,3,17758,2,3425,15,101595,12562,US-EAST
3138,41640,11,ROUTINE,3,59837,4,3779,366,56361,14721,EU-WEST
3139,65620,18,ROUTINE,3,171878,4,3931,750,81333,15713,US-EAST
3140,61417,17,ROUTINE,3,112829,2,2206,200,71019,9602,EU-WEST
3141,86223,23,ROUTINE,3,106466,4,3336,124,94640,8417,EU-WEST
3142,45486,12,CRITICAL,4,358883,7,6251,205,54805,9319,EU-WEST
3143,84916,23,ROUTINE,2,33700,2,4294,292,95939,11023,US-EAST
3144,70048,19,ROUTINE,2,154097,5,5978,54,81161,11113,US-EAST
3145,37032,10,CRITICAL,5,349116,5,3351,99,47759,10727,US-EAST
3146,70396,19,ROUTINE,1,198687,5,4881,26,90977,20581,EU-WEST
3147,61155,16,ROUTINE,2,100087,4,4134,231,68399,7244,US-EAST
3148,80265,22,ROUTINE,3,50214,4,5065,102,84539,4274,US-EAST
3149,50329,13,ROUTINE,1,15340,2,2268,119,56884,6555,US-EAST
3150,71142,19,CRITICAL,5,239985,6,4908,297,81058,9916,EU-CENTRAL
3151,24624,6,ROUTINE,2,131717,3,3883,27,40714,16090,EU-WEST
3152,63596,17,CRITICAL,3,418164,6,4037,169,73464,9868,EU-CENTRAL
3153,38617,10,CRITICAL,3,37474,1,4198,1041,43210,4593,EU-CENTRAL
3154,37228,10,CRITICAL,3,52447,2,4578,267,39618,2390,EU-WEST
3155,36701,10,CRITICAL,3,10465,1,1718,188,37753,1052,EU-CENTRAL
3156,73987,20,ROUTINE,2,32245,1,2919,80,83188,9201,EU-WEST
3157,48659,13,ROUTINE,2,559900,8,5374,10,58207,9548,US-EAST
3158,30988,8,ROUTINE,2,182278,7,5654,144,39086,8098,EU-WEST
3159,75357,20,ROUTINE,2,556353,5,5918,183,95452,20095,US-EAST
3160,65527,18,ROUTINE,1,215439,6,3607,1275,86370,20843,EU-CENTRAL
3161,49416,13,ROUTINE,2,13675,1,1409,274,54787,5371,US-EAST
3162,23911,6,ROUTINE,3,7067,2,4648,156,39024,15113,EU-WEST
3163,81264,22,ROUTINE,3,55886,3,3258,194,86499,5235,US-EAST
3164,73358,20,ROUTINE,2,39080,2,2921,261,89817,16459,US-EAST
3165,68853,19,ROUTINE,2,46371,3,2180,252,75460,6607,EU-CENTRAL
3166,74682,20,ROUTINE,3,23267,2,2880,140,87187,12505,EU-WEST
3167,32203,8,ROUTINE,2,209965,8,7185,100,53171,20968,US-EAST
3168,41675,11,ROUTINE,3,60928,2,3934,693,46708,5033,US-EAST
3169,79485,22,CRITICAL,5,42495,4,3064,191,81696,2211,EU-WEST
3170,63937,17,ROUTINE,2,497885,6,3795,299,85780,21843,EU-WEST
3171,44925,12,ROUTINE,3,156707,8,5532,1437,60125,15200,US-EAST
3172,62755,17,ROUTINE,3,518308,6,4031,1966,83150,20395,EU-WEST
3173,80263,22,ROUTINE,3,7072,2,4587,157,94668,14405,EU-CENTRAL
3174,83859,23,ROUTINE,2,30977,2,2314,47,91297,7438,EU-WEST
3175,30613,8,CRITICAL,3,131514,4,4985,165,34674,4061,EU-WEST
3176,57235,15,ROUTINE,1,424788,4,5454,39,71546,14311,US-EAST
3177,86539,24,ROUTINE,3,15368,1,4167,79,97128,10589,US-EAST
3178,25070,6,CRITICAL,5,150223,6,5156,1404,30369,5299,EU-WEST
3179,58671,16,ROUTINE,2,18981,2,3082,464,66807,8136,EU-WEST
3180,66941,18,ROUTINE,2,437098,8,5734,207,81286,14345,EU-CENTRAL
3181,37223,10,ROUTINE,1,41332,4,4264,197,52397,15174,EU-WEST
3182,44661,12,ROUTINE,1,26442,1,3159,1921,50747,6086,EU-WEST
3183,73168,20,CRITICAL,5,258229,4,3622,46,80623,7455,US-EAST
3184,44152,12,ROUTINE,3,48184,3,2562,234,55772,11620,EU-WEST
3185,38056,10,ROUTINE,2,56993,2,4480,91,42412,4356,EU-WEST
3186,33078,9,ROUTINE,1,135561,2,4425,985,38994,5916,EU-CENTRAL
3187,65928,18,ROUTINE,3,244308,4,5298,185,86460,20532,EU-WEST
3188,75206,20,ROUTINE,3,276532,8,5395,802,89397,14191,EU-WEST
3189,48916,13,CRITICAL,4,25747,2,3100,878,53563,4647,US-EAST
3190,36965,10,ROUTINE,2,107720,3,4099,81,47897,10932,EU-WEST
3191,40946,11,ROUTINE,1,30958,1,1864,181,50102,9156,US-EAST
3192,83515,23,CRITICAL,3,9248,1,3666,339,87351,3836,EU-WEST
3193,60009,16,CRITICAL,5,45663,4,3282,10,61964,1955,US-EAST
3194,50259,13,ROUTINE,3,299019,7,6507,122,72977,22718,EU-WEST
3195,81704,22,CRITICAL,4,38176,1,2587,287,87071,5367,EU-CENTRAL
3196,54842,15,ROUTINE,1,17560,2,3178,821,61172,6330,EU-WEST
3197,55307,15,CRITICAL,3,5031,1,2463,22,58789,3482,US-EAST
3198,68177,18,CRITICAL,3,70089,4,3879,156,71235,3058,EU-CENTRAL
3199,83540,23,ROUTINE,3,599484,4,4909,5,101955,18415,EU-WEST
3200,71488,19,CRITICAL,3,6223,2,3273,252,72967,1479,EU-CENTRAL
3201,62241,17,CRITICAL,5,146350,3,2686,1552,67121,4880,EU-WEST
3202,85836,23,ROUTINE,3,254449,4,3867,68,99133,13297,US-EAST
3203,48340,13,ROUTINE,2,42164,2,3785,1305,53809,5469,EU-WEST
3204,40353,11,ROUTINE,1,150722,4,2691,215,58753,18400,US-EAST
3205,59934,16,ROUTINE,1,527448,6,4238,1922,75798,15864,EU-WEST
3206,50112,13,CRITICAL,3,54269,4,3412,1701,52473,2361,EU-WEST
3207,58696,16,ROUTINE,2,79977,3,4583,176,71716,13020,US-EAST
3208,59863,16,ROUTINE,2,9826,2,1590,37,66341,6478,US-EAST
3209,54398,15,CRITICAL,5,75915,2,3257,266,57898,3500,EU-WEST
3210,23852,6,CRITICAL,4,37202,2,1853,139,29502,5650,EU-CENTRAL
3211,70028,19,CRITICAL,4,12482,1,2684,228,73251,3223,EU-WEST
3212,48290,13,ROUTINE,1,55230,3,3443,231,54475,6185,EU-CENTRAL
3213,82622,22,CRITICAL,3,49742,3,3829,11,88641,6019,EU-CENTRAL
3214,77927,21,CRITICAL,5,35518,1,4324,187,81732,3805,EU-CENTRAL
3215,22225,6,ROUTINE,2,290359,5,5809,97,38410,16185,EU-WEST
3216,24824,6,ROUTINE,2,273904,4,5439,929,36541,11717,EU-CENTRAL
3217,31511,8,ROUTINE,1,156122,7,6512,121,45847,14336,EU-WEST
3218,52571,14,CRITICAL,5,76574,2,3180,128,57684,5113,EU-WEST
3219,47494,13,CRITICAL,3,18568,2,3048,160,51530,4036,EU-WEST
3220,73735,20,ROUTINE,2,49248,3,2471,203,85414,11679,EU-CENTRAL
3221,75838,21,CRITICAL,5,595162,4,2970,111,83574,7736,EU-CENTRAL
3222,48187,13,ROUTINE,3,8885,2,2328,7,52207,4020,US-EAST
3223,36488,10,CRITICAL,4,25679,1,3353,34,39201,2713,EU-CENTRAL
3224,66991,18,ROUTINE,1,348247,6,6560,1071,84743,17752,US-EAST
3225,53285,14,ROUTINE,1,210030,5,6126,34,72737,19452,EU-WEST
3226,47489,13,ROUTINE,3,264652,7,5091,207,67927,20438,US-EAST
3227,72308,20,CRITICAL,5,226793,7,5685,88,79823,7515,EU-WEST
3228,56871,15,ROUTINE,2,354159,6,5565,291,74114,17243,US-EAST
3229,87018,24,ROUTINE,1,106841,4,5771,230,98381,11363,US-EAST
3230,56477,15,CRITICAL,3,186937,6,4034,168,62476,5999,US-EAST
3231,65821,18,CRITICAL,3,33085,1,2819,1182,68227,2406,EU-WEST
3232,37109,10,ROUTINE,3,49890,2,2683,254,46580,9471,EU-CENTRAL
3233,43186,11,ROUTINE,1,164998,8,7718,213,55215,12029,US-EAST
3234,59056,16,ROUTINE,1,8748,2,1663,85,72813,13757,EU-WEST
3235,36448,10,ROUTINE,1,44317,3,4916,23,48897,12449,US-EAST
3236,83838,23,ROUTINE,2,80436,3,3446,195,91856,8018,EU-CENTRAL
3237,64153,17,CRITICAL,5,30905,1,2486,1201,66632,2479,EU-CENTRAL
3238,24121,6,ROUTINE,2,26180,1,2730,153,36264,12143,EU-WEST
3239,29000,8,ROUTINE,2,589275,7,4915,200,42995,13995,US-EAST
3240,42464,11,CRITICAL,4,369160,4,3739,232,51494,9030,EU-WEST
3241,82322,22,ROUTINE,3,8068,1,1014,11,92800,10478,EU-WEST
3242,45917,12,ROUTINE,1,5256,2,1992,154,54288,8371,US-EAST
3243,43774,12,CRITICAL,5,38578,1,2077,25,47378,3604,US-EAST
3244,40023,11,ROUTINE,1,32204,1,3796,286,53121,13098,US-EAST
3245,49253,13,ROUTINE,2,113149,4,4912,25,58939,9686,US-EAST
3246,37479,10,CRITICAL,4,35521,2,3372,219,42002,4523,EU-CENTRAL
3247,88138,24,ROUTINE,1,243259,8,4382,134,102286,14148,EU-WEST
3248,66795,18,CRITICAL,5,243921,6,6853,293,76138,9343,EU-CENTRAL
3249,28864,8,ROUTINE,1,574642,5,2938,65,40689,11825,EU-WEST
3250,43055,11,CRITICAL,3,58063,3,1965,151,48174,5119,EU-WEST
3251,73471,20,ROUTINE,3,417322,8,7190,297,86098,12627,US-EAST
3252,29972,8,ROUTINE,1,261082,8,5536,172,39209,9237,US-EAST
3253,69155,19,CRITICAL,5,149422,2,1900,424,74824,5669,EU-CENTRAL
3254,41656,11,ROUTINE,3,30009,1,2472,175,53067,11411,US-EAST
3255,88060,24,CRITICAL,3,510887,4,5428,202,97620,9560,US-EAST
3256,32806,9,ROUTINE,2,50783,3,3552,229,44592,11786,US-EAST
3257,67221,18,CRITICAL,5,234157,6,5329,37,74060,6839,EU-WEST
3258,60006,16,ROUTINE,3,32651,2,3745,571,65629,5623,US-EAST
3259,23429,6,ROUTINE,3,18526,1,1403,224,27929,4500,EU-CENTRAL
3260,49206,13,CRITICAL,4,21916,1,2244,444,53091,3885,US-EAST
3261,35568,9,ROUTINE,3,25387,2,4428,73,48981,13413,US-EAST
3262,73994,20,ROUTINE,3,523988,7,7254,147,96336,22342,EU-CENTRAL
3263,53732,14,ROUTINE,3,51526,4,2848,93,67897,14165,US-EAST
3264,35408,9,ROUTINE,2,449349,6,4936,166,56990,21582,US-EAST
3265,24981,6,CRITICAL,4,6065,1,2564,79,29875,4894,EU-WEST
3266,24104,6,ROUTINE,1,304881,7,3958,778,40324,16220,US-EAST
3267,86254,23,ROUTINE,2,526351,4,5073,8,107853,21599,US-EAST
3268,51134,14,CRITICAL,4,59567,3,3136,267,56698,5564,EU-WEST
3269,64944,18,CRITICAL,3,564594,6,5165,18,74091,9147,EU-WEST
3270,76687,21,ROUTINE,3,128361,3,3246,237,94022,17335,EU-CENTRAL
3271,48188,13,CRITICAL,5,8111,1,2598,209,53084,4896,EU-WEST
3272,76458,21,CRITICAL,4,40407,2,1971,25,81975,5517,EU-WEST
3273,43415,12,CRITICAL,5,26423,1,2133,1105,45985,2570,EU-WEST
3274,45249,12,ROUTINE,2,128710,3,2392,176,61902,16653,EU-CENTRAL
3275,65494,18,CRITICAL,4,41859,4,3919,83,69531,4037,EU-WEST
3276,57086,15,ROUTINE,3,508650,4,4494,133,72894,15808,EU-CENTRAL
3277,54596,15,ROUTINE,3,95405,3,5112,826,60666,6070,US-EAST
3278,85746,23,ROUTINE,1,25972,1,3466,96,100352,14606,US-EAST
3279,56519,15,ROUTINE,2,174856,8,6465,168,74204,17685,US-EAST
3280,57497,15,ROUTINE,1,178818,7,7177,90,71595,14098,EU-CENTRAL
3281,26352,7,ROUTINE,3,517894,8,4747,270,39192,12840,EU-WEST
3282,58272,16,ROUTINE,3,20640,1,4056,58,62234,3962,EU-WEST
3283,61968,17,ROUTINE,3,17388,1,2784,178,77676,15708,US-EAST
3284,79118,21,ROUTINE,3,38421,2,4418,138,83952,4834,EU-CENTRAL
3285,26070,7,CRITICAL,3,45971,3,2128,185,28402,2332,EU-WEST
3286,51173,14,CRITICAL,3,174947,4,4347,97,58508,7335,EU-CENTRAL
3287,29142,8,ROUTINE,3,102820,4,3695,1653,43822,14680,EU-CENTRAL
3288,37143,10,ROUTINE,2,5035,2,3382,231,51765,14622,US-EAST
3289,86636,24,ROUTINE,3,450144,4,2427,163,103881,17245,EU-WEST
3290,58579,16,CRITICAL,3,43678,4,2847,219,63717,5138,US-EAST
3291,85853,23,ROUTINE,3,11607,2,4553,241,100651,14798,US-EAST
3292,88337,24,ROUTINE,3,134988,4,4161,1051,104883,16546,EU-CENTRAL
3293,39460,10,ROUTINE,2,31647,1,4292,857,50498,11038,EU-CENTRAL
3294,23895,6,ROUTINE,3,90974,2,3260,963,39843,15948,US-EAST
3295,85925,23,ROUTINE,3,6742,2,4793,293,100824,14899,EU-WEST
3296,45785,12,ROUTINE,3,54378,2,3351,98,50415,4630,EU-CENTRAL
3297,81776,22,ROUTINE,1,242503,6,4759,816,94288,12512,EU-CENTRAL
3298,81591,22,CRITICAL,5,235317,4,4854,202,88827,7236,EU-WEST
3299,69708,19,CRITICAL,5,142870,4,3010,260,74945,5237,EU-CENTRAL
3300,37944,10,ROUTINE,1,115007,3,3605,87,54965,17021,US-EAST
3301,38206,10,ROUTINE,1,26564,1,3934,195,50935,12729,US-EAST
3302,67595,18,ROUTINE,1,18949,1,2769,592,75110,7515,US-EAST
3303,51935,14,CRITICAL,5,593240,6,5036,253,62437,10502,EU-WEST
3304,26930,7,CRITICAL,3,177308,8,7235,16,32424,5494,EU-WEST
3305,45298,12,CRITICAL,4,192858,6,5812,12,54294,8996,US-EAST
3306,57629,16,ROUTINE,2,416635,5,4008,278,70823,13194,EU-WEST
3307,68706,19,ROUTINE,1,227134,6,5419,1094,82556,13850,US-EAST
3308,55843,15,ROUTINE,3,18140,2,4460,240,64280,8437,US-EAST
3309,47381,13,CRITICAL,4,12460,1,1140,272,49664,2283,EU-CENTRAL
3310,61727,17,ROUTINE,2,16208,2,3016,268,77110,15383,EU-WEST
3311,31811,8,ROUTINE,1,496287,5,3697,158,46418,14607,EU-CENTRAL
3312,40365,11,ROUTINE,1,85439,4,3962,224,48378,8013,EU-CENTRAL
3313,81440,22,CRITICAL,4,13776,1,3168,64,82684,1244,EU-WEST
3314,88308,24,CRITICAL,3,305286,6,6607,181,97404,9096,EU-CENTRAL
3315,27270,7,CRITICAL,4,54928,3,4465,271,30165,2895,EU-WEST
3316,27427,7,ROUTINE,3,412574,5,5381,1054,43905,16478,EU-WEST
3317,29850,8,CRITICAL,5,246944,8,6328,43,37024,7174,US-EAST
3318,29563,8,ROUTINE,1,41701,4,2953,155,42055,12492,US-EAST
3319,88327,24,ROUTINE,2,591711,8,6231,187,99085,10758,EU-CENTRAL
3320,40733,11,ROUTINE,3,594789,8,5430,1156,54603,13870,EU-CENTRAL
3321,72586,20,CRITICAL,3,182407,4,5618,115,78175,5589,US-EAST
3322,32975,9,ROUTINE,1,228944,4,4992,188,45746,12771,EU-WEST
3323,78457,21,ROUTINE,1,12899,1,1301,233,84030,5573,EU-WEST
3324,89867,24,ROUTINE,1,565220,8,6902,215,107359,17492,US-EAST
3325,83929,23,CRITICAL,5,478871,8,6935,104,92962,9033,US-EAST
3326,75595,20,ROUTINE,2,5053,2,4825,48,87343,11748,EU-WEST
3327,46571,12,ROUTINE,1,450151,4,4216,412,59086,12515,US-EAST
3328,46894,13,CRITICAL,3,25869,2,1765,1512,49504,2610,US-EAST
3329,47933,13,ROUTINE,1,324917,8,5640,15,60887,12954,EU-WEST
3330,40389,11,CRITICAL,3,565663,4,5260,173,49803,9414,US-EAST
3331,83079,23,ROUTINE,2,5548,2,3374,1672,94563,11484,US-EAST
3332,30109,8,CRITICAL,5,24724,2,1662,272,34603,4494,EU-WEST
3333,59471,16,CRITICAL,3,217729,4,3687,12,68924,9453,US-EAST
3334,31753,8,ROUTINE,2,21015,2,2764,209,42539,10786,EU-WEST
3335,54020,15,ROUTINE,3,30898,1,1688,24,58025,4005,US-EAST
3336,32623,9,CRITICAL,4,93989,2,4342,244,38031,5408,US-EAST
3337,76819,21,ROUTINE,3,14238,1,3480,201,87628,10809,EU-WEST
3338,28040,7,ROUTINE,3,126654,2,2941,97,41552,13512,EU-WEST
3339,45397,12,CRITICAL,3,504507,8,6958,276,53995,8598,EU-WEST
3340,75526,20,CRITICAL,4,158100,6,6232,283,81530,6004,EU-WEST
3341,62208,17,CRITICAL,4,47486,4,4140,35,65524,3316,US-EAST
3342,68039,18,ROUTINE,3,198967,6,4175,223,85388,17349,US-EAST
3343,34518,9,ROUTINE,1,167181,4,4014,75,42006,7488,US-EAST
3344,86847,24,ROUTINE,2,488773,4,5066,274,99636,12789,EU-CENTRAL
3345,68978,19,CRITICAL,3,88535,3,2418,606,72890,3912,EU-WEST
3346,40519,11,CRITICAL,5,469109,6,6085,232,51642,11123,US-EAST
3347,29870,8,ROUTINE,3,259599,8,7756,886,48892,19022,EU-CENTRAL
3348,71352,19,ROUTINE,3,19882,1,2529,1154,77614,6262,EU-WEST
3349,47697,13,ROUTINE,3,6457,2,4708,1792,57091,9394,EU-WEST
3350,41532,11,CRITICAL,5,234478,5,6324,242,50062,8530,EU-CENTRAL
3351,63727,17,ROUTINE,3,141782,3,3240,36,83023,19296,EU-WEST
3352,38827,10,ROUTINE,3,143927,4,2434,726,52700,13873,EU-CENTRAL
3353,61926,17,ROUTINE,2,29132,2,2844,80,66181,4255,EU-WEST
3354,56937,15,ROUTINE,3,15292,2,4575,1067,70062,13125,EU-WEST
3355,37795,10,ROUTINE,2,95950,2,1310,83,43952,6157,US-EAST
3356,32799,9,CRITICAL,3,208246,8,7913,57,38783,5984,EU-WEST
3357,27494,7,ROUTINE,2,155999,7,7099,115,45316,17822,US-EAST
3358,75122,20,ROUTINE,3,73299,4,2570,250,79591,4469,US-EAST
3359,82442,22,CRITICAL,4,26673,1,3700,97,85873,3431,EU-CENTRAL
3360,43747,12,CRITICAL,3,57880,4,5564,857,48431,4684,EU-CENTRAL
3361,25345,7,ROUTINE,3,419975,8,4877,1608,35435,10090,US-EAST
3362,44880,12,CRITICAL,4,6900,2,2988,837,48205,3325,EU-WEST
3363,26816,7,ROUTINE,3,43133,2,1790,286,36239,9423,US-EAST
3364,32789,9,ROUTINE,2,42863,4,4125,258,49503,16714,US-EAST
3365,29955,8,ROUTINE,1,195824,5,4356,211,50270,20315,US-EAST
3366,62366,17,ROUTINE,1,33439,2,2210,214,72941,10575,EU-WEST
3367,32142,8,ROUTINE,3,98858,4,2848,268,39431,7289,EU-WEST
3368,36613,10,ROUTINE,1,29868,1,2704,110,40985,4372,EU-WEST
3369,57804,16,ROUTINE,1,198194,6,5155,105,74765,16961,US-EAST
3370,32827,9,ROUTINE,1,56874,4,4797,225,40775,7948,EU-CENTRAL
3371,47211,13,ROUTINE,1,126507,4,5291,236,64425,17214,EU-CENTRAL
3372,48956,13,ROUTINE,3,530315,5,3908,95,59358,10402,US-EAST
3373,79549,22,CRITICAL,3,15453,2,2419,142,81541,1992,EU-WEST
3374,67912,18,CRITICAL,3,15933,1,1332,121,71912,4000,US-EAST
3375,86267,23,ROUTINE,3,163080,8,6686,225,96708,10441,US-EAST
3376,42900,11,ROUTINE,2,53560,3,2031,145,59224,16324,EU-WEST
3377,85223,23,ROUTINE,3,109440,2,2698,293,93299,8076,EU-WEST
